zfish_symbol	human_symbol	orthology_type	confidence	n_human_partners
nipa1	NIPA1	ortholog_one2one	1	1
nipa2	NIPA2	ortholog_one2one	1	1
nipal3	NIPAL3	ortholog_one2one	1	1
nipal4	NIPAL4	ortholog_one2one	1	1
nipblb	NIPBL	ortholog_one2one	1	1
nipsnap1	NIPSNAP1	ortholog_one2one	1	1
nipsnap3a	NIPSNAP3A	ortholog_one2many	1	2
nipsnap3a	NIPSNAP3B	ortholog_one2many	0	2
nit1	NIT1	ortholog_one2one	1	1
nit2	NIT2	ortholog_one2one	1	1
nkain1	NKAIN1	ortholog_one2one	1	1
nkain4	NKAIN4	ortholog_one2many	1	1
nkap	NKAPL	ortholog_one2one	1	1
nkd1	NKD1	ortholog_one2one	1	1
nkd2a	NKD2	ortholog_one2many	1	1
nkd3	NKD2	ortholog_one2many	0	1
nkiras1	NKIRAS1	ortholog_one2one	1	1
nkiras2	NKIRAS2	ortholog_one2one	1	1
nkrf	NKRF	ortholog_one2one	1	1
nkx1.2la	NKX1-2	ortholog_one2one	0	1
nkx1.2lb	NKX1-1	ortholog_one2one	1	1
nkx2.1	NKX2-1	ortholog_one2one	1	1
nkx2.2a	NKX2-2	ortholog_one2one	1	1
nkx2.3	NKX2-3	ortholog_one2one	1	1
nkx2.4a	NKX2-4	ortholog_one2many	1	1
nkx2.4b	NKX2-4	ortholog_one2many	1	1
nkx2.5	NKX2-5	ortholog_one2one	1	1
nkx6.1	NKX6-1	ortholog_one2one	1	1
nkx6.2	NKX6-2	ortholog_one2one	1	1
nkx6.3	NKX6-3	ortholog_one2one	1	1
nle1	NLE1	ortholog_one2one	1	1
nlgn1	NLGN1	ortholog_one2one	1	1
nlgn2a	NLGN2	ortholog_one2one	0	1
nlgn2b	CES1	ortholog_many2many	0	4
nlgn2b	CES2	ortholog_many2many	0	4
nlgn2b	CES4A	ortholog_many2many	0	4
nlgn2b	CES5A	ortholog_many2many	0	4
nlgn3a	NLGN3	ortholog_one2one	1	1
nlgn3b	CES1	ortholog_many2many	0	4
nlgn3b	CES2	ortholog_many2many	0	4
nlgn3b	CES4A	ortholog_many2many	0	4
nlgn3b	CES5A	ortholog_many2many	0	4
nlk2	NLK	ortholog_one2one	1	1
nmba	NMB	ortholog_one2many	0	1
nmbb	NMB	ortholog_one2many	0	1
nmd3	NMD3	ortholog_one2one	1	1
nme2b.1	NME1	ortholog_one2many	1	1
nme2b.2	NME1	ortholog_one2many	0	1
nme3	NME3	ortholog_one2one	1	1
nme4	NME4	ortholog_one2one	1	1
nme5	NME5	ortholog_one2one	1	1
nme6	NME6	ortholog_one2one	1	1
nme7	NME7	ortholog_one2one	1	1
nmnat1	NMNAT1	ortholog_one2one	1	1
nmnat2	NMNAT2	ortholog_one2one	1	1
nmrk1	NMRK1	ortholog_one2one	0	1
nmt1a	NMT1	ortholog_one2many	1	1
nmt1b	NMT1	ortholog_one2many	1	1
nmt2	NMT2	ortholog_one2one	1	1
nmu	NMU	ortholog_one2one	1	1
nnt	NNT	ortholog_one2one	1	1
noa1	NOA1	ortholog_one2one	1	1
noc2l	NOC2L	ortholog_one2one	1	1
noc3l	NOC3L	ortholog_one2one	1	1
noc4l	NOC4L	ortholog_one2one	0	1
nog1	NOG	ortholog_one2many	1	1
nog3	NOG	ortholog_one2many	1	1
nol10	NOL10	ortholog_one2one	1	1
nol11	NOL11	ortholog_one2one	0	1
nol12	NOL12	ortholog_one2one	0	1
nol4lb	NOL4L	ortholog_one2one	1	1
nol6	NOL6	ortholog_one2one	1	1
nol8	NOL8	ortholog_one2one	1	1
nolc1	NOLC1	ortholog_one2one	0	1
nom1	NOM1	ortholog_one2one	1	1
nono	NONO	ortholog_one2one	1	1
nop10	NOP10	ortholog_one2one	1	1
nop14	NOP14	ortholog_one2one	0	1
nop16	NOP16	ortholog_one2one	0	1
nop2	NOP2	ortholog_one2one	0	1
nop56	NOP56	ortholog_one2one	1	1
nop58	NOP58	ortholog_one2one	1	1
nos1	NOS1	ortholog_one2one	1	1
nos2b	NOS2	ortholog_one2many	1	1
nosip	NOSIP	ortholog_one2one	1	1
nostrin	NOSTRIN	ortholog_one2one	1	1
notch1a	NOTCH1	ortholog_one2many	1	1
notch1b	NOTCH1	ortholog_one2many	1	1
notch2	NOTCH2	ortholog_one2many	0	1
notch3	NOTCH3	ortholog_one2one	1	1
notum1a	NOTUM	ortholog_one2many	1	1
notum1b	NOTUM	ortholog_one2many	0	1
nova1	NOVA1	ortholog_one2many	0	1
nova2	NOVA1	ortholog_one2many	1	1
noxa1	NOXA1	ortholog_one2one	0	1
noxo1a	NOXO1	ortholog_one2many	0	1
npas2	PASD1	ortholog_one2one	0	1
npas4a	NPAS4	ortholog_one2many	1	1
npb	NPB	ortholog_one2many	1	2
npb	NPW	ortholog_one2many	0	2
npc1	NPC1	ortholog_one2one	1	1
npdc1a	NPDC1	ortholog_one2many	0	1
npepl1	NPEPL1	ortholog_one2one	1	1
npepps	NPEPPS	ortholog_one2one	1	1
npffl	NPFF	ortholog_one2one	0	1
nphp1	NPHP1	ortholog_one2one	0	1
nphp3	NPHP3	ortholog_one2one	1	1
nphs1	NPHS1	ortholog_one2one	1	1
nphs2	NPHS2	ortholog_one2one	0	1
npl	NPL	ortholog_one2one	0	1
nploc4	NPLOC4	ortholog_one2one	1	1
npm1a	NPM1	ortholog_one2one	0	1
npm3	NPM3	ortholog_one2one	0	1
nppa	NPPA	ortholog_one2one	0	1
nppcl	NPPC	ortholog_one2many	0	1
npr1a	NPR2	ortholog_one2many	0	1
npr3	NPR3	ortholog_one2one	1	1
nprl2	NPRL2	ortholog_one2one	1	1
nprl3	NPRL3	ortholog_one2one	1	1
nptna	NPTN	ortholog_one2many	1	1
nptnb	NPTN	ortholog_one2many	1	1
nptx1l	NPTX1	ortholog_one2one	1	1
nptx2a	NPTX2	ortholog_one2many	1	1
nptx2b	NPTX2	ortholog_one2many	1	1
npvf	NPVF	ortholog_one2one	0	1
npy	NPY	ortholog_one2one	1	1
npy1r	NPY1R	ortholog_one2one	1	1
npy4r	NPY5R	ortholog_one2one	1	1
nqo1	NQO1	ortholog_one2one	1	1
nr0b1	NR0B1	ortholog_one2one	1	1
nr0b2a	NR0B2	ortholog_one2many	1	1
nr1d1	NR1D1	ortholog_one2one	1	1
nr1d2a	NR1D2	ortholog_one2many	0	1
nr1d2b	NR1D2	ortholog_one2many	1	1
nr1h3	NR1H3	ortholog_one2one	1	1
nr1h4	NR1H4	ortholog_one2one	1	1
nr1h5	NR1I3	ortholog_many2many	0	1
nr1i2	NR1I2	ortholog_one2one	1	1
nr2c1	NR2C1	ortholog_one2one	1	1
nr2c2	NR2C2	ortholog_one2one	1	1
nr2c2ap	NR2C2AP	ortholog_one2one	1	1
nr2e1	NR2E1	ortholog_one2one	1	1
nr2e3	NR2E3	ortholog_one2one	1	1
nr2f1a	NR2F1	ortholog_one2many	1	1
nr2f1b	NR2F1	ortholog_one2many	1	1
nr2f2	NR2F2	ortholog_one2one	1	1
nr2f6a	NR2F6	ortholog_one2many	1	1
nr2f6b	NR2F6	ortholog_one2many	1	1
nr3c1	NR3C1	ortholog_one2one	1	1
nr3c2	NR3C2	ortholog_one2one	1	1
nr4a1	NR4A1	ortholog_one2one	1	1
nr4a2a	NR4A2	ortholog_one2many	1	1
nr4a2b	NR4A2	ortholog_one2many	1	1
nr4a3	NR4A3	ortholog_one2one	1	1
nr5a1a	NR5A1	ortholog_one2many	1	1
nr5a1b	NR5A1	ortholog_one2many	1	1
nr5a2	NR5A2	ortholog_one2one	1	1
nr6a1a	NR6A1	ortholog_one2one	1	1
nrap	NRAP	ortholog_one2one	1	1
nrarpa	NRARP	ortholog_one2many	1	1
nrarpb	NRARP	ortholog_one2many	1	1
nras	NRAS	ortholog_one2one	1	1
nrbf2b	NRBF2	ortholog_one2one	1	1
nrbp1	NRBP1	ortholog_one2one	1	1
nrbp2b	NRBP2	ortholog_one2many	1	1
nrcama	NRCAM	ortholog_one2one	1	1
nrd1b	NRDC	ortholog_one2many	1	1
nrf1	NRF1	ortholog_one2one	1	1
nrg1	NRG1	ortholog_one2one	1	1
nrg2a	NRG2	ortholog_one2many	1	1
nrg2b	NRG2	ortholog_one2many	1	1
nrgna	NRGN	ortholog_one2many	1	1
nrip2	NRIP2	ortholog_one2one	0	1
nrl	NRL	ortholog_one2one	0	1
nrm	NRM	ortholog_one2one	1	1
nrn1a	NRN1	ortholog_one2many	1	1
nrn1b	NRN1	ortholog_one2many	1	1
nrn1lb	NRN1L	ortholog_one2many	0	1
nrp1a	NRP1	ortholog_one2one	1	1
nrp2a	NRP2	ortholog_one2many	1	1
nrp2b	NRP2	ortholog_one2many	1	1
nrros	NRROS	ortholog_one2one	1	1
nrsn1	NRSN1	ortholog_one2many	1	1
nrxn1b	NRXN1	ortholog_one2one	0	1
nrxn3a	NRXN3	ortholog_one2one	1	1
nsa2	NSA2	ortholog_one2one	1	1
nsdhl	NSDHL	ortholog_one2one	1	1
nsfa	NSF	ortholog_one2many	1	1
nsfb	NSF	ortholog_one2many	0	1
nsfl1c	NSFL1C	ortholog_one2one	1	1
nsl1	NSL1	ortholog_one2one	1	1
nsmce1	NSMCE1	ortholog_one2one	1	1
nsmce4a	EID3	ortholog_one2one	0	1
nsmfb	NSMF	ortholog_one2many	1	1
nsrp1	NSRP1	ortholog_one2one	1	1
nsun2	NSUN2	ortholog_one2one	1	1
nsun3	NSUN3	ortholog_one2one	1	1
nsun4	NSUN4	ortholog_one2one	1	1
nsun5	NSUN5	ortholog_one2one	1	1
nt5c1aa	NT5C1A	ortholog_one2many	1	1
nt5c1ba	NT5C1B	ortholog_one2many	1	1
nt5c2l1	NT5DC4	ortholog_one2one	0	1
nt5c3a	NT5C3A	ortholog_one2one	1	1
nt5dc1	NT5DC1	ortholog_one2one	1	1
nt5e	NT5E	ortholog_one2one	1	1
ntm	IGSF5	ortholog_one2many	0	2
ntm	OPCML	ortholog_one2many	0	2
ntmt1	NTMT1	ortholog_one2one	1	1
ntn1a	NTN1	ortholog_one2many	1	1
ntn1b	NTN1	ortholog_one2many	1	1
ntn2	NTN3	ortholog_one2one	0	1
ntn4	NTN4	ortholog_one2one	1	1
ntpcr	NTPCR	ortholog_one2one	1	1
ntrk1	NTRK1	ortholog_one2one	1	1
ntrk2b	NTRK2	ortholog_one2many	0	1
ntrk3a	NTRK3	ortholog_one2many	1	1
nubp1	NUBP1	ortholog_one2one	1	1
nubp2	NUBP2	ortholog_one2one	1	1
nubpl	NUBPL	ortholog_one2one	1	1
nucb1	NUCB1	ortholog_one2one	1	1
nucb2a	NUCB2	ortholog_one2many	1	1
nucb2b	NUCB2	ortholog_one2many	1	1
nucks1a	NUCKS1	ortholog_one2many	1	1
nucks1b	NUCKS1	ortholog_one2many	0	1
nudc	NUDC	ortholog_one2one	1	1
nudcd1	NUDCD1	ortholog_one2one	1	1
nudcd2	NUDCD2	ortholog_one2one	1	1
nudcd3	NUDCD3	ortholog_one2one	1	1
nudt1	NUDT1	ortholog_one2one	1	1
nudt13	NUDT13	ortholog_one2one	1	1
nudt14	NUDT14	ortholog_one2one	1	1
nudt15	NUDT15	ortholog_one2one	1	1
nudt17	NUDT17	ortholog_one2one	0	1
nudt18	NUDT18	ortholog_one2one	0	1
nudt19	NUDT19	ortholog_one2one	0	1
nudt2	NUDT2	ortholog_one2one	1	1
nudt22	NUDT22	ortholog_one2one	0	1
nudt3a	NUDT3	ortholog_one2many	0	1
nudt3b	NUDT3	ortholog_one2many	1	1
nudt4a	NUDT4	ortholog_many2many	0	2
nudt4a	NUDT4B	ortholog_many2many	0	2
nudt4b	NUDT4	ortholog_many2many	1	2
nudt4b	NUDT4B	ortholog_many2many	1	2
nudt5	NUDT5	ortholog_one2one	1	1
nudt6	NUDT6	ortholog_one2one	1	1
nudt9	NUDT9	ortholog_one2one	1	1
nuf2	NUF2	ortholog_one2one	0	1
nufip1	NUFIP1	ortholog_one2one	0	1
numb	NUMB	ortholog_one2one	1	1
numbl	NUMBL	ortholog_one2one	0	1
nup107	NUP107	ortholog_one2one	1	1
nup133	NUP133	ortholog_one2one	1	1
nup155	NUP155	ortholog_one2one	1	1
nup160	NUP160	ortholog_one2one	1	1
nup205	NUP205	ortholog_one2one	1	1
nup35	NUP35	ortholog_one2one	1	1
nup37	NUP37	ortholog_one2one	1	1
nup43	NUP43	ortholog_one2one	1	1
nup50	NUP50	ortholog_one2one	1	1
nup62l	NUP62	ortholog_one2one	0	1
nup85	NUP85	ortholog_one2many	1	1
nup88	NUP88	ortholog_one2one	1	1
nup93	NUP93	ortholog_one2one	1	1
nup98	NUP98	ortholog_one2one	1	1
nus1	NUS1	ortholog_one2one	1	1
nusap1	NUSAP1	ortholog_one2one	1	1
nutf2	NUTF2	ortholog_one2one	1	1
nvl	NVL	ortholog_one2one	1	1
nxn	NXN	ortholog_one2one	1	1
nxnl1	NXNL1	ortholog_one2one	1	1
nxnl2	NXNL2	ortholog_one2one	1	1
nxpe3	NXPE3	ortholog_one2one	1	1
nxph1	NXPH1	ortholog_one2one	1	1
nxt2	NXT2	ortholog_one2one	1	1
nyx	NYX	ortholog_one2one	1	1
oard1	OARD1	ortholog_one2one	1	1
oat	OAT	ortholog_one2one	1	1
oaz1a	OAZ1	ortholog_one2one	1	1
oaz1b	OAZ3	ortholog_one2one	0	1
oaz2a	OAZ2	ortholog_one2many	1	1
oaz2b	OAZ2	ortholog_one2many	0	1
obsl1a	OBSL1	ortholog_one2many	0	1
oc90	OC90	ortholog_one2one	0	1
ociad1	OCIAD1	ortholog_one2many	1	1
ociad2	OCIAD2	ortholog_one2one	1	1
oclna	OCLN	ortholog_one2many	0	1
oclnb	OCLN	ortholog_one2many	0	1
ocrl	OCRL	ortholog_one2one	1	1
ocstamp	OCSTAMP	ortholog_one2one	0	1
odc1	ODC1	ortholog_one2one	1	1
odf2b	ODF2	ortholog_one2many	0	1
ofd1	OFD1	ortholog_one2one	1	1
ogdha	OGDH	ortholog_one2many	0	1
ogfod1	OGFOD1	ortholog_one2one	1	1
ogfod2	OGFOD2	ortholog_one2one	1	1
ogg1	OGG1	ortholog_one2one	0	1
ogt.1	OGT	ortholog_one2many	1	1
oip5	OIP5	ortholog_one2one	0	1
ola1	OLA1	ortholog_one2many	1	1
olah	OLAH	ortholog_one2one	0	1
olfm1a	OLFM1	ortholog_one2many	1	1
olfm1b	OLFM1	ortholog_one2many	1	1
olfm2a	OLFM2	ortholog_one2many	1	1
olfm2b	OLFM2	ortholog_one2many	1	1
olfml2a	OLFML2A	ortholog_one2many	1	1
olfml2ba	OLFML2B	ortholog_one2many	0	1
olfml3a	OLFML3	ortholog_one2many	1	1
olfml3b	OLFML3	ortholog_one2many	1	1
olig1	OLIG1	ortholog_one2one	0	1
olig2	OLIG2	ortholog_one2one	1	1
olig3	OLIG3	ortholog_one2one	1	1
ompa	OMP	ortholog_one2many	1	1
ompb	OMP	ortholog_one2many	1	1
onecut1	ONECUT1	ortholog_one2one	1	1
opa1	OPA1	ortholog_one2one	1	1
opa3	OPA3	ortholog_one2one	1	1
opcml	NTM	ortholog_one2one	1	1
ophn1	OPHN1	ortholog_one2one	1	1
oplah	OPLAH	ortholog_one2one	1	1
opn1lw1	OPN1LW	ortholog_many2many	1	4
opn1lw1	OPN1MW	ortholog_many2many	0	4
opn1lw1	OPN1MW2	ortholog_many2many	0	4
opn1lw1	OPN1MW3	ortholog_many2many	0	4
opn1lw2	OPN1LW	ortholog_many2many	1	4
opn1lw2	OPN1MW	ortholog_many2many	1	4
opn1lw2	OPN1MW2	ortholog_many2many	1	4
opn1lw2	OPN1MW3	ortholog_many2many	1	4
opn1sw1	OPN1SW	ortholog_one2one	1	1
opn3	OPN3	ortholog_one2one	1	1
opn4a	OPN4	ortholog_one2many	1	1
opn4b	OPN4	ortholog_one2many	1	1
opn5	OPN5	ortholog_one2one	1	1
oprd1a	OPRD1	ortholog_one2many	1	1
oprd1b	OPRD1	ortholog_one2many	1	1
oprk1	OPRK1	ortholog_one2one	1	1
oprl1	OPRL1	ortholog_one2one	1	1
oprm1	OPRM1	ortholog_one2one	1	1
optn	OPTN	ortholog_one2one	1	1
ora1	VN1R5	ortholog_one2one	0	1
orai1b	ORAI1	ortholog_one2many	1	1
orai2	ORAI2	ortholog_one2one	1	1
orc1	ORC1	ortholog_one2one	1	1
orc2	ORC2	ortholog_one2one	0	1
orc3	ORC3	ortholog_one2one	0	1
orc4	ORC4	ortholog_one2one	1	1
orc5	ORC5	ortholog_one2one	1	1
orc6	ORC6	ortholog_one2one	1	1
ormdl1	ORMDL1	ortholog_one2one	1	1
ormdl2	ORMDL2	ortholog_one2one	1	1
ormdl3	ORMDL3	ortholog_one2one	1	1
os9	OS9	ortholog_one2one	0	1
osbp	OSBP	ortholog_one2one	1	1
osbpl2b	OSBPL2	ortholog_one2many	1	1
osbpl3a	OSBPL3	ortholog_one2many	1	1
osbpl6	OSBPL6	ortholog_one2one	1	1
osbpl7	OSBPL7	ortholog_one2one	0	1
osbpl9	OSBPL9	ortholog_one2one	1	1
oscp1a	OSCP1	ortholog_one2many	1	1
oser1	OSER1	ortholog_one2one	1	1
osgep	OSGEP	ortholog_one2one	1	1
osgepl1	OSGEPL1	ortholog_one2one	1	1
osr1	OSR1	ortholog_one2one	1	1
osr2	OSR2	ortholog_one2one	1	1
ost4	OST4	ortholog_one2one	1	1
ostc	OSTC	ortholog_one2one	1	1
ostf1	OSTF1	ortholog_one2one	1	1
otofa	OTOF	ortholog_one2many	1	1
otol1a	OTOL1	ortholog_one2many	1	1
otol1b	OTOL1	ortholog_one2many	1	1
otos	OTOS	ortholog_one2one	1	1
otpa	OTP	ortholog_one2many	1	1
otpb	OTP	ortholog_one2many	1	1
otub1a	OTUB1	ortholog_one2many	1	1
otub1b	OTUB1	ortholog_one2many	1	1
otud3	OTUD3	ortholog_one2one	1	1
otud5a	OTUD5	ortholog_one2many	1	1
otud5b	OTUD5	ortholog_one2many	1	1
otud6b	OTUD6B	ortholog_one2one	1	1
otud7b	OTUD7B	ortholog_one2one	1	1
otulina	YAE1	ortholog_one2one	1	1
otulinb	OTULIN	ortholog_one2many	0	1
otx5	CRX	ortholog_one2one	1	1
ovca2	OVCA2	ortholog_one2one	0	1
oxa1l	OXA1L	ortholog_one2one	1	1
oxct1a	OXCT1	ortholog_many2many	1	2
oxct1a	OXCT2	ortholog_many2many	0	2
oxct1b	OXCT1	ortholog_many2many	0	2
oxct1b	OXCT2	ortholog_many2many	1	2
oxnad1	OXNAD1	ortholog_one2one	1	1
oxr1b	OXR1	ortholog_one2one	1	1
oxt	AVP	ortholog_many2many	0	2
oxt	OXT	ortholog_many2many	1	2
p2rx1	P2RX1	ortholog_one2one	0	1
p2rx2	P2RX2	ortholog_one2one	1	1
p2rx3a	P2RX3	ortholog_one2many	1	1
p2rx3b	P2RX3	ortholog_one2many	1	1
p2rx4a	P2RX4	ortholog_one2many	1	1
p2rx4b	P2RX4	ortholog_one2many	1	1
p2rx5	P2RX5	ortholog_one2many	0	1
p2rx7	P2RX7	ortholog_one2one	0	1
p2rx8	P2RX5	ortholog_one2many	0	1
p2ry10	P2RY10	ortholog_one2one	1	1
p2ry11	P2RY11	ortholog_one2one	1	1
p3h4	P3H4	ortholog_one2one	0	1
p4ha1b	P4HA1	ortholog_one2one	1	1
p4ha2	P4HA2	ortholog_one2one	1	1
p4hb	P4HB	ortholog_one2one	1	1
pa2g4a	PA2G4	ortholog_one2one	1	1
pabpc1a	PABPC1L2A	ortholog_many2many	0	2
pabpc1a	PABPC1L2B	ortholog_many2many	0	2
pabpc1b	PABPC1L2A	ortholog_many2many	0	2
pabpc1b	PABPC1L2B	ortholog_many2many	0	2
pabpc1l	PABPC1L	ortholog_one2one	1	1
pabpc4	PABPC4	ortholog_one2one	1	1
pabpn1	PABPN1	ortholog_one2one	1	1
pacrg	PACRG	ortholog_one2one	1	1
pacs1a	PACS1	ortholog_one2many	1	1
pacs2	PACS2	ortholog_one2one	1	1
pacsin1a	PACSIN1	ortholog_one2many	1	1
pacsin1b	PACSIN1	ortholog_one2many	1	1
pacsin2	PACSIN2	ortholog_one2one	1	1
pacsin3	PACSIN3	ortholog_one2one	1	1
padi2	PADI1	ortholog_one2many	1	5
padi2	PADI2	ortholog_one2many	1	5
padi2	PADI3	ortholog_one2many	1	5
padi2	PADI4	ortholog_one2many	0	5
padi2	PADI6	ortholog_one2many	0	5
paf1	PAF1	ortholog_one2one	1	1
pafah1b1a	PAFAH1B1	ortholog_one2many	1	1
pafah1b1b	PAFAH1B1	ortholog_one2many	0	1
pafah1b2	PAFAH1B2	ortholog_one2one	1	1
pafah1b3	PAFAH1B3	ortholog_one2one	1	1
pah	PAH	ortholog_one2one	1	1
paics	PAICS	ortholog_one2one	1	1
paip1	PAIP1	ortholog_one2one	1	1
paip2b	PAIP2B	ortholog_one2one	1	1
pak1	PAK1	ortholog_one2one	1	1
pak1ip1	PAK1IP1	ortholog_one2one	1	1
pak2a	PAK2	ortholog_one2many	1	1
pak2b	PAK2	ortholog_one2many	0	1
pak4	PAK4	ortholog_one2one	1	1
pak6b	PAK6	ortholog_one2many	1	1
pald1a	PALD1	ortholog_one2many	1	1
pald1b	PALD1	ortholog_one2many	1	1
palm1a	PALM	ortholog_one2many	1	1
palm1b	PALM	ortholog_one2many	1	1
palm3	PALM3	ortholog_one2one	0	1
pam16	PAM16	ortholog_one2one	1	1
pan3	PAN3	ortholog_one2one	1	1
pane1	CENPM	ortholog_one2one	0	1
pank1a	PANK1	ortholog_one2many	1	1
pank1b	PANK1	ortholog_one2many	1	1
pank2	PANK2	ortholog_one2one	0	1
pank4	PANK4	ortholog_one2one	1	1
panx1a	PANX1	ortholog_one2many	1	1
panx1b	PANX1	ortholog_one2many	1	1
panx2	PANX2	ortholog_one2one	1	1
paplnb	PAPLN	ortholog_one2many	0	1
papola	PAPOLA	ortholog_one2one	1	1
papolg	PAPOLG	ortholog_one2one	1	1
pappaa	PAPPA	ortholog_one2many	1	1
pappab	PAPPA	ortholog_one2many	1	1
papss1	PAPSS1	ortholog_one2one	1	1
papss2a	PAPSS2	ortholog_one2many	1	1
papss2b	PAPSS2	ortholog_one2many	1	1
paqr3a	PAQR3	ortholog_one2many	1	1
paqr3b	PAQR3	ortholog_one2many	1	1
paqr5a	PAQR5	ortholog_one2many	1	1
paqr5b	PAQR5	ortholog_one2many	1	1
paqr7b	PAQR7	ortholog_one2one	1	1
paqr8	PAQR8	ortholog_one2one	1	1
pard6a	PARD6A	ortholog_one2one	0	1
pard6b	PARD6B	ortholog_one2one	0	1
pard6ga	PARD6G	ortholog_one2many	0	1
pard6gb	PARD6G	ortholog_one2many	1	1
park7	PARK7	ortholog_one2one	1	1
parla	PARL	ortholog_one2many	0	1
parn	PARN	ortholog_one2one	0	1
parp1	PARP1	ortholog_one2one	1	1
parp12a	PARP12	ortholog_one2one	1	1
parp12b	PARP15	ortholog_one2many	0	1
parp16	PARP16	ortholog_one2one	1	1
parp2	PARP2	ortholog_one2one	1	1
parp3	PARP3	ortholog_one2one	1	1
parp6a	PARP6	ortholog_one2many	1	1
parp8	PARP8	ortholog_one2one	1	1
parpbp	PARPBP	ortholog_one2one	1	1
pars2	PARS2	ortholog_one2one	1	1
parvaa	PARVA	ortholog_one2many	1	1
parvab	PARVA	ortholog_one2many	1	1
parvb	PARVB	ortholog_one2one	1	1
parvg	PARVG	ortholog_one2one	0	1
patl1	PATL1	ortholog_one2one	0	1
pawr	PAWR	ortholog_one2one	1	1
pax1a	PAX1	ortholog_one2many	1	1
pax2a	PAX2	ortholog_one2many	1	1
pax2b	PAX2	ortholog_one2many	1	1
pax3a	PAX3	ortholog_one2many	1	1
pax5	PAX5	ortholog_one2one	1	1
pax6a	PAX6	ortholog_one2many	1	1
pax6b	PAX6	ortholog_one2many	1	1
pax7a	PAX7	ortholog_one2many	1	1
pax7b	PAX7	ortholog_one2many	1	1
pax9	PAX9	ortholog_one2one	1	1
paxip1	PAXIP1	ortholog_one2one	1	1
pbdc1	PBDC1	ortholog_one2one	1	1
pbk	PBK	ortholog_one2one	1	1
pbld2	PBLD	ortholog_one2many	1	1
pbx2	PBX4	ortholog_many2many	0	3
pbx2	TGIF2LX	ortholog_many2many	0	3
pbx2	TGIF2LY	ortholog_many2many	0	3
pbx3b	PBX3	ortholog_one2one	1	1
pbx4	TGIF2LX	ortholog_many2many	0	2
pbx4	TGIF2LY	ortholog_many2many	0	2
pcbd1	PCBD1	ortholog_one2one	1	1
pcbp2	PCBP2	ortholog_one2one	1	1
pcbp4	PCBP4	ortholog_one2one	1	1
pcca	PCCA	ortholog_one2one	1	1
pccb	PCCB	ortholog_one2one	1	1
pcdh10a	PCDH10	ortholog_one2many	1	1
pcdh10b	PCDH10	ortholog_one2many	1	1
pcdh15a	PCDH15	ortholog_one2many	1	1
pcdh15b	PCDH15	ortholog_one2many	1	1
pcdh17	PCDH17	ortholog_one2one	1	1
pcdh18a	PCDH18	ortholog_one2many	1	1
pcdh18b	PCDH18	ortholog_one2many	1	1
pcdh19	PCDH19	ortholog_one2one	1	1
pcdh2ab9	PCDHAC2	ortholog_one2many	0	1
pcdh2ac	PCDHAC2	ortholog_one2many	0	1
pcf11	PCF11	ortholog_one2one	1	1
pcgf1	PCGF1	ortholog_one2one	1	1
pcgf5a	PCGF5	ortholog_one2many	1	1
pcgf5b	PCGF5	ortholog_one2many	1	1
pcgf6	PCGF6	ortholog_one2one	1	1
pcid2	PCID2	ortholog_one2one	1	1
pck1	PCK1	ortholog_one2one	1	1
pck2	PCK2	ortholog_one2one	0	1
pcm1	PCM1	ortholog_one2one	1	1
pcmt	PCMT1	ortholog_one2one	1	1
pcna	PCNA	ortholog_one2one	1	1
pcnp	PCNP	ortholog_one2many	1	1
pcolce2b	PCOLCE2	ortholog_one2many	1	1
pcolcea	PCOLCE	ortholog_one2many	0	1
pcolceb	PCOLCE	ortholog_one2many	0	1
pcp4a	PCP4	ortholog_one2many	1	1
pcsk1	PCSK1	ortholog_one2one	1	1
pcsk2	PCSK2	ortholog_one2one	1	1
pcsk5b	PCSK5	ortholog_one2one	1	1
pcsk7	PCSK7	ortholog_one2one	1	1
pctp	PCTP	ortholog_one2one	1	1
pcxa	PC	ortholog_one2many	1	1
pcxb	PC	ortholog_one2many	1	1
pcyox1	PCYOX1	ortholog_one2one	0	1
pcyt1aa	PCYT1A	ortholog_one2many	1	1
pcyt1ab	PCYT1A	ortholog_one2many	1	1
pcyt1ba	PCYT1B	ortholog_one2one	0	1
pcyt2	PCYT2	ortholog_one2one	1	1
pdap1b	PDAP1	ortholog_one2one	1	1
pdca	PDC	ortholog_one2many	1	1
pdcb	PDC	ortholog_one2many	1	1
pdcd10a	PDCD10	ortholog_one2many	1	1
pdcd10b	PDCD10	ortholog_one2many	1	1
pdcd11	PDCD11	ortholog_one2one	0	1
pdcd2	PDCD2	ortholog_one2one	1	1
pdcd2l	PDCD2L	ortholog_one2one	0	1
pdcd4b	PDCD4	ortholog_one2one	1	1
pdcd5	PDCD5	ortholog_one2one	1	1
pdcd6	PDCD6	ortholog_one2one	1	1
pdcd7	PDCD7	ortholog_one2one	1	1
pdcl	PDCL	ortholog_one2one	1	1
pde10a	PDE10A	ortholog_one2one	1	1
pde12	PDE12	ortholog_one2one	1	1
pde5ab	PDE5A	ortholog_one2one	1	1
pde6c	PDE6C	ortholog_one2one	1	1
pde6d	PDE6D	ortholog_one2one	1	1
pde7a	PDE7A	ortholog_one2one	1	1
pde8a	PDE8A	ortholog_one2one	0	1
pdf	PDF	ortholog_one2one	1	1
pdgfaa	PDGFA	ortholog_one2many	1	1
pdgfab	PDGFA	ortholog_one2many	1	1
